SEASON,EPISODE,SPEAKER,TEXT
3,4,MAC,CHARLIE
3,4,,So she won’t know what we’re saying. She can read lips.
3,4,,
3,4,MAC,"No way, dude. This chick cannot read lips. I’ll show you."
3,4,,Mac looks right at Margaret.
3,4,,
3,4,MAC,"Do you know what I’m saying? Can you make out any of these words? You can’t read lips, can you?"
3,4,,Margaret responds by quickly licking her top lip.
3,4,,
3,4,MAC,Right.
3,4,,Mac pulls out the map.
3,4,,1155..
3,4,,
3,4,MAC,"Okay, Charlie. We need to talk. You gotta help me read this map. It looks like a game of Pictionary."
3,4,,
3,4,CHARLIE,What are you doing with my map?
3,4,,MAC
3,4,,"Frank gave it to me. He’s up in the vents trying to retrieve his will. Now, I need to guide him to the will so that he’ll give me a percentage of the inheritance. See, he wants to destroy it because..."
3,4,,"Charlie rolls his fingers, making the universal sign for “speed it up”."
3,4,,
3,4,MAC,"...he thinks Dennis and Dee might kill him so they can get their money earlier. He feels like if he... look, man, I’m explaining as fast as I can."
3,4,,
3,4,CHARLIE,"It’s just so boring. I’m falling asleep here, bro."
3,4,,
3,4,MAC,"Well, you should be interested in what I’m saying because if Dennis and Dee are no longer in the will, then this could be really good for you."
3,4,,
3,4,CHARLIE,Continue.
3,4,,
3,4,MAC,Can I do it at a reasonable rate or do I have to keep talking fast for your unbelievably small attention span?
3,4,,Charlie checks his imaginary watch.
3,4,,
3,4,CHARLIE,"You’re losing me, here."
3,4,,
3,4,MAC,Okay fine.
3,4,,"Think about it, Charlie. You’re Frank’s only biological child. If there’s no will and he dies, you automatically get all the money!"
3,4,,1166..
3,4,,
3,4,CHARLIE,Okay. I like where you’re heading with that part.
3,4,,
3,4,MAC,Great. Then hurry up and read this map so Frank can destroy the will.
3,4,,
3,4,CHARLIE,"Oh, the map you’re holding is fake. It’s a decoy."
3,4,,
3,4,MAC,Nice. Good thinking. Where’s the real map?
3,4,,
3,4,CHARLIE,The real map... is tattooed on my body.
3,4,,
3,4,MAC,No way. Let me see it.
3,4,,Charlie turns around and drops his pants.
3,4,,
3,4,MAC,"Dude, what are you doing? Pull your pants back up."
3,4,,
3,4,CHARLIE,"I told you, the map is on my body."
3,4,,
3,4,MAC,"Um, where exactly on your body is it? I don’t see it."
3,4,,Charlie bends over.
3,4,,
3,4,MAC,You can’t be serious.
3,4,,
3,4,CHARLIE,I’m dead serious.
3,4,,
3,4,MAC,This isn’t possible.
3,4,,
3,4,CHARLIE,"Oh, it’s possible."
3,4,,
3,4,MAC,"Dude, I’m not looking in your butt."
3,4,,1177..
3,4,,
3,4,CHARLIE,Do you want Frank to find the will or not?
3,4,,
3,4,MAC,Fine. But you have to swear that you will never tell anyone about this.
3,4,,
3,4,CHARLIE,I swear.
3,4,,Mac crouches and looks at Charlie’s butt. Margaret watches with baited breath.
3,4,,
3,4,MAC,I don’t see anything.
3,4,,
3,4,CHARLIE,Look closer.
3,4,,
3,4,MAC,Stop clenching.
3,4,,
3,4,CHARLIE,"Okay, just look closer."
3,4,,
3,4,,
3,4,CHARLIE,What do you see?
3,4,,
3,4,MAC,Nothing.
3,4,,
3,4,CHARLIE,...What do you smell?
3,4,,
3,4,MAC,"Goddamnit, Charlie! What is wrong with you? Why would you do that to me?"
3,4,,
3,4,CHARLIE,To teach you a lesson. Don’t hold back information from me anymore.
3,4,,
3,4,MAC,Just shut up and give me the real map.
3,4,,
3,4,CHARLIE,"Oh yeah, you’re holding it. There’s no fake map. That’s the only map."
3,4,,1188..
3,4,,INT. PADDY’S - LATER (DAY 1)
3,4,,Dennis and Dee have ripped out the booths and now stand with sledgehammers and shovels. They’re dripping with sweat.
3,4,,
3,4,DEE,This is unbearable. I feel really woozy...
3,4,,
3,4,DENNIS,How could anyone like it this hot?
3,4,,Liam approaches with two glasses of milk.
3,4,,
3,4,LIAM,Two glasses. Luke warm. Skim for the lady.
3,4,,
3,4,DENNIS,We don’t want your milk. What the hell did you guys do anyway? Why are the cops after you?
3,4,,
3,4,LIAM,Robbed a bank.
3,4,,
3,4,DEE,Where’s the money?
3,4,,
3,4,LIAM,In the get-away car.
3,4,,
3,4,DENNIS,Where’s the get-away car?
3,4,,
3,4,LIAM,Outside with the cops. Now start smashing that wall. Post Haste or else.
3,4,,
3,4,DENNIS,Or else what? I think you guys are full of shit.
3,4,,
3,4,LIAM,Is that right?
3,4,,
3,4,DENNIS,Yeah that’s right. I think I’m gonna walk out that front door right now and you’re not gonna do anything because I don’t think you’re serious.
3,4,,1199..
3,4,,
3,4,LIAM,You don’t think I’m serious?
3,4,,
3,4,DENNIS,No.
3,4,,
3,4,LIAM,You think I’m bluffing?
3,4,,
3,4,DENNIS,I think you’re bluffing.
3,4,,
3,4,LIAM,Does this look like I’m bluffing? Ryan stab somebody
3,4,,
3,4,,"Out of nowhere, Ryan comes running up with a large BOWIE KNIFE and slices the shit out of Liam’s arm."
3,4,,
3,4,LIAM,"Ahh!! Goddamnit, Ryan! What are you doing?"
3,4,,
3,4,RYAN,You wanted me to show them that we’re not bluffing.
3,4,,
3,4,LIAM,"By stabbing one of them! One of them, Ryan!"
3,4,,
3,4,RYAN,Oh sorry.
3,4,,
3,4,LIAM,Good Lord! Hand me that milk.
3,4,,Dee hands him one of the glasses of milk. Liam pours the milk on his arm.
3,4,,
3,4,LIAM,"Alright, I gotta go deal with this."
3,4,,"He walks away. Ryan smiles at Dennis and Dee, then walks off."
3,4,,
3,4,DEE,Holy shit.
3,4,,
3,4,DENNIS,"Alright, that was the most terrifying thing I’ve ever seen."
3,4,,2200..
3,4,,
3,4,DEE,Yeah man. That took a lot of heart. That’s some serious dedication. Stabbing your brother like that.
3,4,,
3,4,DENNIS,"Right. Okay, whatever. Listen, I think we need a real plan here. That hour is coming up quick. Maybe I could seduce one of them, get into their heads and--"
3,4,,
3,4,DEE,--have sex with them.
3,4,,
3,4,DENNIS,What? No. I was gonna say turn them against each other.
3,4,,
3,4,DEE,Oh right. What was I saying? Crazy. Those guys are disgusting.
3,4,,
3,4,DENNIS,Yeah. Are you feeling alright?
3,4,,
3,4,DEE,Yeah. I’m fine. I think it’s the heat. What were you saying about the sex?
3,4,,
3,4,DENNIS,"Dee, you’re showing signs of Stockholm Syndrome."
3,4,,
3,4,DEE,"No, I’m not. What’s the plan?"
3,4,,
3,4,DENNIS,"Okay, I know I can get the girl to fall in love with me. I’m not one of her family members, so I have that against me but I do have a secret weapon."
3,4,,Dennis pops off his shirt.
3,4,,
3,4,DENNIS,Boom. I just need to get alone with her. Let my pecs do the talking. One thing’ll lead to the next and she’ll secretly lead me to safety.
3,4,,
3,4,DEE,And then...?
3,4,,2211..
3,4,,
3,4,DENNIS,"And then, what? I’ll be safe. End of story. Okay, enough of the planning phase. You’re wasting precious time. Let’s get to work."
3,4,,Dennis grabs his sledgehammer and smashes into the wall.
3,4,,INT. VENTS - CONTINUOUS (DAY 1)
3,4,,Frank is dripping with sweat.
3,4,,
3,4,FRANK,Where in the hell am I?
3,4,,"Frank takes off his shirt, revealing a wife beater. He gets on the walkie."
3,4,,
3,4,FRANK,"Mac, what’s with the heat? I’m roasting like a suckling pig up here."
3,4,,
3,4,CHARLIE,"Yeah, must be hot. How are you doing up there, Frank?"
3,4,,INTERCUT WITH:
3,4,,INT. BATHROOM - SAME (DAY 1)
3,4,,Mac is on the walkie. Charlie and Margaret are there.
3,4,,
3,4,FRANK,Charlie?
3,4,,
3,4,CHARLIE,"Yeah, it’s me. Are you a little lost?"
3,4,,
3,4,FRANK,"Charlie, hold on a sec. Is Mac there? I need to speak to him privately."
3,4,,
3,4,MAC,"Yeah, I’m here."
3,4,,
3,4,FRANK,Go somewhere where Charlie can’t hear you.
3,4,,"Mac motions “whatever” to Charlie, who stays put."
3,4,,2222..
3,4,,
3,4,MAC,"Okay, Frank. All clear. We’re alone."
3,4,,
3,4,FRANK,"Good. Now if it comes to it, make sure Charlie is the one who’s killed."
3,4,,
3,4,MAC,What? Why?
3,4,,
3,4,FRANK,He’s the one that stands to gain the most from this will business.
3,4,,
3,4,MAC,"Sounds good, Frank. I’ll get back to you in a minute."
3,4,,Mac turns off the walkie.
3,4,,
3,4,CHARLIE,"Well, there’s only one road to take here. Frank has to die."
3,4,,
3,4,MAC,Pretty much.
3,4,,
3,4,CHARLIE,Do you wanna be in an alliance with me?
3,4,,
3,4,MAC,"I would love to be in an alliance with you. After the McPoyles kill Frank, Dennis and Dee, you and I will split the money straight down the middle."
3,4,,
3,4,CHARLIE,"Oooooh. Ouch. That’s a bit much. I mean, it’s my inheritance. How about I give you twenty-five percent?"
3,4,,
3,4,MAC,But I’m the one who told you about the will in the first place. You’re asking for a lot of killing for such a small cut.
3,4,,
3,4,CHARLIE,"Okay, twenty."
3,4,,
3,4,MAC,No. It doesn’t work like that. It doesn’t go down.
3,4,,2233..
3,4,,
3,4,CHARLIE,Fifteen.
3,4,,
3,4,MAC,I haven’t even said a number.
3,4,,
3,4,CHARLIE,Ten.
3,4,,
3,4,MAC,You’re negotiating with yourself.
3,4,,
3,4,CHARLIE,Five.
3,4,,
3,4,MAC,Charlie--
3,4,,
3,4,CHARLIE,Four.
3,4,,
3,4,MAC,You’re just counting now.
3,4,,
3,4,CHARLIE,"Three, two, one. Sorry, Mac. Time’s up. I win."
3,4,,
3,4,MAC,Time’s up on what?
3,4,,Ryan McPoyle enters. He tosses them some clothing.
3,4,,
3,4,RYAN,Here. Put this on.
3,4,,
3,4,MAC,Why?
3,4,,
3,4,RYAN,Snipers. It’s too obvious who the hostages and who the captors are. We’re gonna confuse the cops.
3,4,,INT. PADDY’S - LATER (DAY 1)
3,4,,"The Gang stands in full on McPoyle uniforms: Tighty whities, and stained robes. Dee wears an oversized tee shirt."
3,4,,
3,4,DEE,I like this shirt. I think it’s flattering.
3,4,,2244..
3,4,,
3,4,RYAN,"Alright, we’ve got a proposition for you. Your time is almost up."
3,4,,
3,4,LIAM,We thought we’d make things interesting with an immunity challenge. The team who wins will be exempt from the first round of executions.
3,4,,
3,4,DEE,Good idea.
3,4,,
3,4,DENNIS,"Dee, shut up."
3,4,,
3,4,MAC,What’s she talking about?
3,4,,
3,4,DENNIS,She’s got Stockholm Syndrome.
3,4,,
3,4,DEE,I do not. I think it’s a good way to decide who’s gonna be killed. I’m just trying to put myself in their position. This is a difficult situation for them. It’s called compassion dickhead. Maybe if you guys had...
3,4,,As she speaks she slowly makes her way across from the gang and to the side of the McPoyles.
3,4,,
3,4,DEE,"...a little bit of that, we wouldn’t be in this mess in the first place. And you guys wouldn’t be putting us into this situation where we had to decide which one of you we’re gonna kill first. But that’s the situation we’re in so let’s do this. Give me the shotgun, I wanna do the work on this one. Get on your knees, bitches."
3,4,,
3,4,MAC,Dee! What the hell are you doing? You’re on their side now?
3,4,,
3,4,DEE,Huh?
3,4,,Dee snaps to.
3,4,,2255..
3,4,,
3,4,DEE,Oh. What am I... what the hell is going on?
3,4,,
3,4,LIAM,"You wanna be a McPoyle, baby?"
3,4,,Liam grabs Dee and pulls her in close. He sticks his tongue in her ear.
3,4,,
3,4,DEE,Uh... Yeah... okay. I wanna be a McPoyle.
3,4,,
3,4,RYAN,If you wanna be a McPoyle. You have to earn it the hard way.
3,4,,Dee walks back over to the Gang.
3,4,,
3,4,LIAM,We’ll get into that later. In the mean time the challenge is this: Whoever can destroy more stuff on the inside of this bar wins.
3,4,,
3,4,RYAN,"And, the teams have changed. Now, it’s Charlie and Dee vs. Mac and Dennis."
3,4,,
3,4,LIAM,You have one minute to plan your strategy. Starting now.
3,4,,Dennis pulls Mac aside.
3,4,,
3,4,DENNIS,"Okay, Mac, I got a plan to get us out of this. I need you to deal with this destroying the bar thing."
3,4,,
3,4,MAC,No problem. I’m good at smashing.
3,4,,
3,4,DENNIS,You’re a great smasher. You’re the best smasher I know. I’m going to work a different angle with that girl.
3,4,,2266..
3,4,,INT. ANOTHER PART OF THE BAR - CONTINUOUS (DAY 1)
3,4,,Charlie and Dee are planning.
3,4,,
3,4,CHARLIE,"Okay, so I’m gonna start with the back office."
3,4,,
3,4,DEE,"I don’t know, Charlie. I feel like there’s more stuff out here to--"
3,4,,Charlie slaps her in the face.
3,4,,
3,4,CHARLIE,Listen I don’t blame you for the betrayal. But you’re losing your damn mind and I need you to stay focused.
3,4,,
3,4,DEE,Okay. You’re right. I’m sor--
3,4,,He slaps her again.
3,4,,
3,4,CHARLIE,"I’m gonna destroy that office and save your life, do you hear me? We need to work together. Got it?"
3,4,,
3,4,DEE,Yeah. I got it.
3,4,,
3,4,LIAM,"Alright, bitches, time’s up. Go!"
3,4,,"Charlie slaps Dee one last time then darts for the office. Mac and Dee start destroying the bar. Smashing bottles. Ripping down signs. Throwing tables, etc. Dennis runs into the bathroom."
3,4,,INT. BATHROOM - CONTINUOUS (DAY 1)
3,4,,Dennis enters to find Margaret standing silently. He moves in like a snake on the hunt.
3,4,,
3,4,DENNIS,"Oh, hello. Just came in to take a quick breather from all that work. Got me all sweaty. So sweaty. Do you mind?"
3,4,,Dennis drops his robe.
3,4,,2277..
3,4,,
3,4,DENNIS,"You like sweat don’t you? I gotta say... Margaret, is it? Margaret, your eyebrow drives me crazy. So thick. So black. So very connected. You are a stone cold fox. I need you. But you know that. Don’t you, Margaret?"
3,4,,"She quickly licks her top lip, once again."
3,4,,
3,4,DENNIS,Right.
3,4,,INT. PADDY’S - SAME (DAY 1) Mac and Dee smash bottles of liquor as quickly as they can.
3,4,,
3,4,MAC,My God! You’ve turned into a monster.
3,4,,
3,4,DEE,"It’s not my fault, Mac. I’m sick."
3,4,,
3,4,MAC,"I know, Dee, you’re the one who warned us in the first place. But you gotta snap out of it. You’re gonna sell us all down the river and not even know it."
3,4,,
3,4,RYAN,"Alright, time’s up!"
3,4,,Liam and Ryan step in.
3,4,,
3,4,LIAM,Looks like Mac and Dennis take it.
3,4,,
3,4,MAC,"Yes! Later, Dee."
3,4,,
3,4,DEE,"No, no, no. Charlie did the office. He destroyed the office. That’s a big part of the bar! Charlie saved my life! We won! We won, Charlie!"
3,4,,They all walk over to the office.
3,4,,2288..
3,4,,INT. OFFICE - CONTINUOUS (DAY 1)
3,4,,It’s empty. The vent is ripped off the hinges and it swings.
3,4,,
3,4,DEE,"Goddamnit, Charlie."
3,4,,INT. PADDY’S - BAR AREA - CONTINUOUS (DAY 1)
3,4,,Mac slips behind the bar.
3,4,,
3,4,MAC,"Frank. Frank. Come in, Frank."
3,4,,INTERCUT WITH:
3,4,,INT. ATTIC - SAME (DAY 1)
3,4,,"Frank is wandering around, lost."
3,4,,
3,4,FRANK,When we get out of this I’m gonna shove my fist into your ass. Not in a gay way. In a “very mad at you” way for turning off that walkie and leaving me up here.
3,4,,
3,4,MAC,"Listen to me, Frank. Charlie’s escaped and he’s coming after you. You gotta be careful man."
3,4,,
3,4,FRANK,Don’t worry about me. I’ll be just fi- Goddamnit! I just stepped in glass! There’s broken bottles everywhere.
3,4,,
3,4,MAC,Oh shit. Did you cut your bare feet all up?
3,4,,
3,4,FRANK,No. I’m wearing shoes.
3,4,,
3,4,MAC,"Listen, I think you might be in Charlie’s bad room."
3,4,,
3,4,FRANK,What the hell is that?
3,4,,2299..
3,4,,
3,4,MAC,"It’s where he goes to be alone and smash bottles. Be careful, man,"
3,4,,
3,4,FRANK,"Mac, I told you I’ll be fine."
3,4,,
3,4,CHARLIE,"Oh, hello, Frank."
3,4,,"Frank stops. Turns around slowly. Charlie stands, holding the will."
3,4,,
3,4,FRANK,I gotta call you back.
3,4,,
3,4,CHARLIE,Looking for this?
3,4,,
3,4,FRANK,Yes.
3,4,,
3,4,CHARLIE,"I heard about your double cross, Frank. Mac told me all about your little plan."
3,4,,
3,4,FRANK,"Damnit, Mac."
3,4,,
3,4,CHARLIE,"Oh, yeah. I know everything. Everything! And tell me, Frank, what do you think of..."
3,4,,Charlie tears the will in half.
3,4,,
3,4,CHARLIE,...this.
3,4,,
3,4,FRANK,I like that very much. That was the whole reason I came up here in the first place.
3,4,,
3,4,CHARLIE,Oh. Yeah. I guess it was.
3,4,,
3,4,FRANK,"Okay. Well, I guess we can get out of here now."
3,4,,
3,4,CHARLIE,"Not so fast, Frank. I don’t think I’ll be needing you anymore."
3,4,,3300..
3,4,,Charlie holds up his hands in a strangle position and moves slowly towards Frank.
3,4,,
3,4,FRANK,"What are you doing, Charlie? Stop. Stop right, there."
3,4,,"Charlie keeps moving closer and closer, then: Frank pulls out his gun."
3,4,,
3,4,CHARLIE,"Really? Do you carry that thing like all the time now? I mean, come on."
